Unnamed: 0,user_id,username,content,hashtag,url,uri,reblogged_user_id,clean_text,tokens,pos_tags,ner_tags
0,1075184,ulintl,"<p>Statements by the former federal spokesperson of the <a href=""https://mstdn.io/tags/Greens"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Greens</span></a>, Madeleine <a href=""https://mstdn.io/tags/Petrovic"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Petrovic</span></a>, have stirred up a lot of dust in <a href=""https://mstdn.io/tags/Austria"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Austria</span></a>.<br>As part of an authorized statement at a <a href=""https://mstdn.io/tags/demo"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>demo</span></a> of <a href=""https://mstdn.io/tags/MFG"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>MFG</span></a>, she was skeptical about the billion-dollar system of <a href=""https://mstdn.io/tags/tests"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>tests</span></a> and <a href=""https://mstdn.io/tags/vaccinations"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>vaccinations</span></a> and the lack of <a href=""https://mstdn.io/tags/liability"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>liability</span></a> for <a href=""https://mstdn.io/tags/vaccinedamage"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>vaccinedamage</span></a>.<br><a href=""https://mstdn.io/tags/greens"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>greens</span></a> and <a href=""https://mstdn.io/tags/TierschutzAustria"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>TierschutzAustria</span></a> have distanced themselves from this.<br><a href=""https://news.in-24.com/news/308505.html"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">news.in-24.com/news/308505.htm</span><span class=""invisible"">l</span></a></p>",VaccineDamage,https://mstdn.io/@ulintl/107332007720085478,https://mstdn.io/users/ulintl/statuses/107332007720085478,[],"Statements by the former federal spokesperson of the #Greens, Madeleine #Petrovic, have stirred up a lot of dust in #Austria.As part of an authorized statement at a #demo of #MFG, she was skeptical about the billion-dollar system of #tests and #vaccinations and the lack of #liability for #vaccinedamage.#greens and #TierschutzAustria have distanced themselves from this.https://news.in-24.com/news/308505.html","['Statements', 'former', 'federal', 'spokesperson', '#', 'Greens', ',', 'Madeleine', '#', 'Petrovic', ',', 'stirred', 'lot', 'dust', '#', 'Austria.As', 'part', 'authorized', 'statement', '#', 'demo', '#', 'MFG', ',', 'skeptical', 'billion-dollar', 'system', '#', 'test', '#', 'vaccination', 'lack', '#', 'liability', '#', 'vaccinedamage.', '#', 'green', '#', 'TierschutzAustria', 'distanced', 'this.https', ':', '//news.in-24.com/news/308505.html']","[('Statements', 'NNS'), ('former', 'JJ'), ('federal', 'JJ'), ('spokesperson', 'NN'), ('#', '#'), ('Greens', 'NNP'), (',', ','), ('Madeleine', 'NNP'), ('#', '#'), ('Petrovic', 'NNP'), (',', ','), ('stirred', 'VBD'), ('lot', 'NN'), ('dust', 'NN'), ('#', '#'), ('Austria.As', 'NNP'), ('part', 'NN'), ('authorized', 'VBD'), ('statement', 'NN'), ('#', '#'), ('demo', 'JJ'), ('#', '#'), ('MFG', 'NNP'), (',', ','), ('skeptical', 'JJ'), ('billion-dollar', 'JJ'), ('system', 'NN'), ('#', '#'), ('test', 'RB'), ('#', '#'), ('vaccination', 'NN'), ('lack', 'RB'), ('#', '#'), ('liability', 'NN'), ('#', '#'), ('vaccinedamage.', 'JJ'), ('#', '#'), ('green', 'JJ'), ('#', '#'), ('TierschutzAustria', 'NNP'), ('distanced', 'VBD'), ('this.https', 'NNS'), (':', ':'), ('//news.in-24.com/news/308505.html', 'NN')]","(S
  Statements/NNS
  former/JJ
  federal/JJ
  spokesperson/NN
  #/#
  (GPE Greens/NNP)
  ,/,
  (PERSON Madeleine/NNP)
  #/#
  (PERSON Petrovic/NNP)
  ,/,
  stirred/VBD
  lot/NN
  dust/NN
  #/#
  Austria.As/NNP
  part/NN
  authorized/VBD
  statement/NN
  #/#
  demo/JJ
  #/#
  (ORGANIZATION MFG/NNP)
  ,/,
  skeptical/JJ
  billion-dollar/JJ
  system/NN
  #/#
  test/RB
  #/#
  vaccination/NN
  lack/RB
  #/#
  liability/NN
  #/#
  vaccinedamage./JJ
  #/#
  green/JJ
  #/#
  (ORGANIZATION TierschutzAustria/NNP)
  distanced/VBD
  this.https/NNS
  :/:
  //news.in-24.com/news/308505.html/NN)"
1,1079059,Toc610,"<p>2 Babies Die in Mandya, <a href=""https://mastodon.social/tags/India"" class=""mention hashtag"" rel=""tag"">#<span>India</span></a>, after <a href=""https://mastodon.social/tags/Vaccination"" class=""mention hashtag"" rel=""tag"">#<span>Vaccination</span></a>; 7 Hospitalised </p><p><a href=""https://t.co/Dngn1JaKvV"" target=""_blank"" rel=""nofollow noopener noreferrer""><span class=""invisible"">https://</span><span class="""">t.co/Dngn1JaKvV</span><span class=""invisible""></span></a></p><p>According to District Health Officer Dr Mohan, the children may have died due to side-effects of the 5-in-1 vaccine.</p><p><a href=""https://mastodon.social/tags/VaccinesTakeLives"" class=""mention hashtag"" rel=""tag"">#<span>VaccinesTakeLives</span></a> <a href=""https://mastodon.social/tags/LearnTheRisk"" class=""mention hashtag"" rel=""tag"">#<span>LearnTheRisk</span></a> <a href=""https://mastodon.social/tags/VaccineDamage"" class=""mention hashtag"" rel=""tag"">#<span>VaccineDamage</span></a> <a href=""https://mastodon.social/tags/vexit"" class=""mention hashtag"" rel=""tag"">#<span>vexit</span></a> <a href=""https://mastodon.social/tags/vaccines"" class=""mention hashtag"" rel=""tag"">#<span>vaccines</span></a></p>",VaccineDamage,https://mastodon.social/@Toc610/103537906199621832,https://mastodon.social/users/Toc610/statuses/103537906199621832,['1096235'],"2 Babies Die in Mandya, #India, after #Vaccination; 7 Hospitalised https://t.co/Dngn1JaKvVAccording to District Health Officer Dr Mohan, the children may have died due to side-effects of the 5-in-1 vaccine.#VaccinesTakeLives #LearnTheRisk #VaccineDamage #vexit #vaccines","['2', 'Babies', 'Die', 'Mandya', ',', '#', 'India', ',', '#', 'Vaccination', ';', '7', 'Hospitalised', 'http', ':', '//t.co/Dngn1JaKvVAccording', 'District', 'Health', 'Officer', 'Dr', 'Mohan', ',', 'child', 'may', 'died', 'due', 'side-effects', '5-in-1', 'vaccine.', '#', 'VaccinesTakeLives', '#', 'LearnTheRisk', '#', 'VaccineDamage', '#', 'vexit', '#', 'vaccine']","[('2', 'CD'), ('Babies', 'NNS'), ('Die', 'NNP'), ('Mandya', 'NNP'), (',', ','), ('#', '#'), ('India', 'NNP'), (',', ','), ('#', '#'), ('Vaccination', 'NNP'), (';', ':'), ('7', 'CD'), ('Hospitalised', 'VBD'), ('http', 'NN'), (':', ':'), ('//t.co/Dngn1JaKvVAccording', 'VBG'), ('District', 'NNP'), ('Health', 'NNP'), ('Officer', 'NNP'), ('Dr', 'NNP'), ('Mohan', 'NNP'), (',', ','), ('child', 'NN'), ('may', 'MD'), ('died', 'VB'), ('due', 'JJ'), ('side-effects', 'NNS'), ('5-in-1', 'JJ'), ('vaccine.', 'JJ'), ('#', '#'), ('VaccinesTakeLives', 'NNS'), ('#', '#'), ('LearnTheRisk', 'NNP'), ('#', '#'), ('VaccineDamage', 'NNP'), ('#', '#'), ('vexit', 'NN'), ('#', '#'), ('vaccine', 'NN')]","(S
  2/CD
  Babies/NNS
  (PERSON Die/NNP Mandya/NNP)
  ,/,
  #/#
  (GPE India/NNP)
  ,/,
  #/#
  (GPE Vaccination/NNP)
  ;/:
  7/CD
  Hospitalised/VBD
  http/NN
  :/:
  //t.co/Dngn1JaKvVAccording/VBG
  (PERSON District/NNP Health/NNP)
  Officer/NNP
  Dr/NNP
  Mohan/NNP
  ,/,
  child/NN
  may/MD
  died/VB
  due/JJ
  side-effects/NNS
  5-in-1/JJ
  vaccine./JJ
  #/#
  (ORGANIZATION VaccinesTakeLives/NNS)
  #/#
  (ORGANIZATION LearnTheRisk/NNP)
  #/#
  VaccineDamage/NNP
  #/#
  vexit/NN
  #/#
  vaccine/NN)"
2,109405639685246420,bcinfo,"<p>Global News BC: Federal program to compensate B.C. man for COVID-19 vaccine-related paralysis <a href=""https://globalnews.ca/news/9410422/bc-covid-19-vaccine-injury-support-program/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">globalnews.ca/news/9410422/bc-</span><span class=""invisible"">covid-19-vaccine-injury-support-program/</span></a> <a href=""https://mastodon.roitsystems.ca/tags/globalnews"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>globalnews</span></a> <a href=""https://mastodon.roitsystems.ca/tags/britishcolumbia"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>britishcolumbia</span></a> <a href=""https://mastodon.roitsystems.ca/tags/news"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>news</span></a> <a href=""https://mastodon.roitsystems.ca/tags/VaccineInjurySupportProgram"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>VaccineInjurySupportProgram</span></a> <a href=""https://mastodon.roitsystems.ca/tags/covid"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>covid</span></a>-19vaccineparalysis <a href=""https://mastodon.roitsystems.ca/tags/COVID"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>COVID</span></a>-19VaccineInjury <a href=""https://mastodon.roitsystems.ca/tags/COVIDvaccineinjury"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>COVIDvaccineinjury</span></a> <a href=""https://mastodon.roitsystems.ca/tags/FederalGovernment"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>FederalGovernment</span></a> <a href=""https://mastodon.roitsystems.ca/tags/southokanagan"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>southokanagan</span></a> <a href=""https://mastodon.roitsystems.ca/tags/vaccineinjury"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>vaccineinjury</span></a> <a href=""https://mastodon.roitsystems.ca/tags/BCInterior"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>BCInterior</span></a> <a href=""https://mastodon.roitsystems.ca/tags/summerland"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>summerland</span></a> <a href=""https://mastodon.roitsystems.ca/tags/COVID"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>COVID</span></a>-19 <a href=""https://mastodon.roitsystems.ca/tags/Okanagan"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Okanagan</span></a> <a href=""https://mastodon.roitsystems.ca/tags/Canada"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Canada</span></a> <a href=""https://mastodon.roitsystems.ca/tags/Health"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Health</span></a> <a href=""https://mastodon.roitsystems.ca/tags/COVID"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>COVID</span></a></p>",VaccineInjury,https://mastodon.roitsystems.ca/@bcinfo/109690102934441570,https://mastodon.roitsystems.ca/users/bcinfo/statuses/109690102934441570,[],Global News BC: Federal program to compensate B.C. man for COVID-19 vaccine-related paralysis https://globalnews.ca/news/9410422/bc-covid-19-vaccine-injury-support-program/ #globalnews #britishcolumbia #news #VaccineInjurySupportProgram #covid-19vaccineparalysis #COVID-19VaccineInjury #COVIDvaccineinjury #FederalGovernment #southokanagan #vaccineinjury #BCInterior #summerland #COVID-19 #Okanagan #Canada #Health #COVID,"['Global', 'News', 'BC', ':', 'Federal', 'program', 'compensate', 'B.C', '.', 'man', 'COVID-19', 'vaccine-related', 'paralysis', 'http', ':', '//globalnews.ca/news/9410422/bc-covid-19-vaccine-injury-support-program/', '#', 'globalnews', '#', 'britishcolumbia', '#', 'news', '#', 'VaccineInjurySupportProgram', '#', 'covid-19vaccineparalysis', '#', 'COVID-19VaccineInjury', '#', 'COVIDvaccineinjury', '#', 'FederalGovernment', '#', 'southokanagan', '#', 'vaccineinjury', '#', 'BCInterior', '#', 'summerland', '#', 'COVID-19', '#', 'Okanagan', '#', 'Canada', '#', 'Health', '#', 'COVID']","[('Global', 'JJ'), ('News', 'NNP'), ('BC', 'NNP'), (':', ':'), ('Federal', 'JJ'), ('program', 'NN'), ('compensate', 'NN'), ('B.C', 'NNP'), ('.', '.'), ('man', 'NN'), ('COVID-19', 'JJ'), ('vaccine-related', 'JJ'), ('paralysis', 'NN'), ('http', 'NN'), (':', ':'), ('//globalnews.ca/news/9410422/bc-covid-19-vaccine-injury-support-program/', 'JJ'), ('#', '#'), ('globalnews', 'NNS'), ('#', '#'), ('britishcolumbia', 'RB'), ('#', '#'), ('news', 'NN'), ('#', '#'), ('VaccineInjurySupportProgram', 'NNP'), ('#', '#'), ('covid-19vaccineparalysis', 'JJ'), ('#', '#'), ('COVID-19VaccineInjury', 'NNP'), ('#', '#'), ('COVIDvaccineinjury', 'NNP'), ('#', '#'), ('FederalGovernment', 'NNP'), ('#', '#'), ('southokanagan', 'JJ'), ('#', '#'), ('vaccineinjury', 'NN'), ('#', '#'), ('BCInterior', 'NNP'), ('#', '#'), ('summerland', 'NN'), ('#', '#'), ('COVID-19', 'NNP'), ('#', '#'), ('Okanagan', 'NNP'), ('#', '#'), ('Canada', 'NNP'), ('#', '#'), ('Health', 'NNP'), ('#', '#'), ('COVID', 'NNP')]","(S
  (PERSON Global/JJ)
  (ORGANIZATION News/NNP)
  BC/NNP
  :/:
  Federal/JJ
  program/NN
  compensate/NN
  B.C/NNP
  ./.
  man/NN
  COVID-19/JJ
  vaccine-related/JJ
  paralysis/NN
  http/NN
  :/:
  //globalnews.ca/news/9410422/bc-covid-19-vaccine-injury-support-program//JJ
  #/#
  globalnews/NNS
  #/#
  britishcolumbia/RB
  #/#
  news/NN
  #/#
  (ORGANIZATION VaccineInjurySupportProgram/NNP)
  #/#
  covid-19vaccineparalysis/JJ
  #/#
  COVID-19VaccineInjury/NNP
  #/#
  (ORGANIZATION COVIDvaccineinjury/NNP)
  #/#
  (ORGANIZATION FederalGovernment/NNP)
  #/#
  southokanagan/JJ
  #/#
  vaccineinjury/NN
  #/#
  (ORGANIZATION BCInterior/NNP)
  #/#
  summerland/NN
  #/#
  COVID-19/NNP
  #/#
  Okanagan/NNP
  #/#
  (GPE Canada/NNP)
  #/#
  Health/NNP
  #/#
  (ORGANIZATION COVID/NNP))"
3,109255946904152379,gemcarey,"<p>You think running is good cardio?<br />Try a 30 min non epileptic seizure and turning those movements into dancing to a good song</p><p>I feel stronger than I have since May 2021, but this is still what recovery can look like. <a href=""https://mastodon.social/tags/COVID"" class=""mention hashtag"" rel=""tag"">#<span>COVID</span></a> <a href=""https://mastodon.social/tags/vaccineinjury"" class=""mention hashtag"" rel=""tag"">#<span>vaccineinjury</span></a> <a href=""https://mastodon.social/tags/provax"" class=""mention hashtag"" rel=""tag"">#<span>provax</span></a> <a href=""https://mastodon.social/tags/promitigation"" class=""mention hashtag"" rel=""tag"">#<span>promitigation</span></a></p>",VaccineInjury,https://mastodon.social/@gemcarey/109548516323237377,https://mastodon.social/users/gemcarey/statuses/109548516323237377,['109299323474206333'],"You think running is good cardio?Try a 30 min non epileptic seizure and turning those movements into dancing to a good songI feel stronger than I have since May 2021, but this is still what recovery can look like. #COVID #vaccineinjury #provax #promitigation","['think', 'running', 'good', 'cardio', '?', 'Try', '30', 'min', 'non', 'epileptic', 'seizure', 'turning', 'movement', 'dancing', 'good', 'songI', 'feel', 'stronger', 'since', 'May', '2021', ',', 'still', 'recovery', 'look', 'like', '.', '#', 'COVID', '#', 'vaccineinjury', '#', 'provax', '#', 'promitigation']","[('think', 'NN'), ('running', 'VBG'), ('good', 'JJ'), ('cardio', 'NN'), ('?', '.'), ('Try', 'VB'), ('30', 'CD'), ('min', 'NNS'), ('non', 'RB'), ('epileptic', 'JJ'), ('seizure', 'NN'), ('turning', 'VBG'), ('movement', 'NN'), ('dancing', 'VBG'), ('good', 'JJ'), ('songI', 'NN'), ('feel', 'NN'), ('stronger', 'JJR'), ('since', 'IN'), ('May', 'NNP'), ('2021', 'CD'), (',', ','), ('still', 'RB'), ('recovery', 'NN'), ('look', 'NN'), ('like', 'IN'), ('.', '.'), ('#', '#'), ('COVID', 'NNP'), ('#', '#'), ('vaccineinjury', 'NN'), ('#', '#'), ('provax', 'JJ'), ('#', '#'), ('promitigation', 'NN')]","(S
  think/NN
  running/VBG
  good/JJ
  cardio/NN
  ?/.
  Try/VB
  30/CD
  min/NNS
  non/RB
  epileptic/JJ
  seizure/NN
  turning/VBG
  movement/NN
  dancing/VBG
  good/JJ
  (ORGANIZATION songI/NN)
  feel/NN
  stronger/JJR
  since/IN
  May/NNP
  2021/CD
  ,/,
  still/RB
  recovery/NN
  look/NN
  like/IN
  ./.
  #/#
  (ORGANIZATION COVID/NNP)
  #/#
  vaccineinjury/NN
  #/#
  provax/JJ
  #/#
  promitigation/NN)"
4,109255946904152379,gemcarey,"<p>May as well put the vaccine injury piece here since we&#39;re all talking about it. <br /><a href=""https://mastodon.social/tags/vaccineinjury"" class=""mention hashtag"" rel=""tag"">#<span>vaccineinjury</span></a> @drkerrynphelps@twitter.com @DavidJoffe64@twitter.com @YouAreLobbyLud@twitter.com</p>",VaccineInjury,https://mastodon.social/@gemcarey/109545243289833650,https://mastodon.social/users/gemcarey/statuses/109545243289833650,[],May as well put the vaccine injury piece here since we&#39;re all talking about it. #vaccineinjury @drkerrynphelps@twitter.com @DavidJoffe64@twitter.com @YouAreLobbyLud@twitter.com,"['May', 'well', 'put', 'vaccine', 'injury', 'piece', 'since', '&', '#', '39', ';', 'talking', '.', '#', 'vaccineinjury', '@', 'drkerrynphelps', '@', 'twitter.com', '@', 'DavidJoffe64', '@', 'twitter.com', '@', 'YouAreLobbyLud', '@', 'twitter.com']","[('May', 'NNP'), ('well', 'RB'), ('put', 'VBD'), ('vaccine', 'JJ'), ('injury', 'NN'), ('piece', 'NN'), ('since', 'IN'), ('&', 'CC'), ('#', '#'), ('39', 'CD'), (';', ':'), ('talking', 'VBG'), ('.', '.'), ('#', '#'), ('vaccineinjury', 'NN'), ('@', 'NNP'), ('drkerrynphelps', 'VBZ'), ('@', 'NNP'), ('twitter.com', 'NN'), ('@', 'NNP'), ('DavidJoffe64', 'NNP'), ('@', 'NNP'), ('twitter.com', 'NN'), ('@', 'NNP'), ('YouAreLobbyLud', 'NNP'), ('@', 'NNP'), ('twitter.com', 'NN')]","(S
  May/NNP
  well/RB
  put/VBD
  vaccine/JJ
  injury/NN
  piece/NN
  since/IN
  &/CC
  #/#
  39/CD
  ;/:
  talking/VBG
  ./.
  #/#
  vaccineinjury/NN
  @/NNP
  drkerrynphelps/VBZ
  @/NNP
  twitter.com/NN
  @/NNP
  DavidJoffe64/NNP
  @/NNP
  twitter.com/NN
  @/NNP
  YouAreLobbyLud/NNP
  @/NNP
  twitter.com/NN)"
5,109255946904152379,gemcarey,"<p>Enjoy my recovery silver lining for the day.</p><p><a href=""https://mastodon.social/tags/vaccineinjury"" class=""mention hashtag"" rel=""tag"">#<span>vaccineinjury</span></a></p>",VaccineInjury,https://mastodon.social/@gemcarey/109447905207824961,https://mastodon.social/users/gemcarey/statuses/109447905207824961,[],Enjoy my recovery silver lining for the day.#vaccineinjury,"['Enjoy', 'recovery', 'silver', 'lining', 'day.', '#', 'vaccineinjury']","[('Enjoy', 'NNP'), ('recovery', 'NN'), ('silver', 'NN'), ('lining', 'VBG'), ('day.', 'JJ'), ('#', '#'), ('vaccineinjury', 'NN')]","(S
  (GPE Enjoy/NNP)
  recovery/NN
  silver/NN
  lining/VBG
  day./JJ
  #/#
  vaccineinjury/NN)"
6,109355737905631769,digitalnoise,"<p>Why is the <a href=""https://mastodonapp.uk/tags/MainstreamMedia"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>MainstreamMedia</span></a> complicit in a <a href=""https://mastodonapp.uk/tags/CoverUp"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>CoverUp</span></a> of <a href=""https://mastodonapp.uk/tags/VaccineInjury"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>VaccineInjury</span></a> ? .. <a href=""https://mastodonapp.uk/tags/vaccine"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>vaccine</span></a> <a href=""https://mastodonapp.uk/tags/VaccineInjuries"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>VaccineInjuries</span></a></p>",VaccineInjury,https://mastodonapp.uk/@digitalnoise/109403329327189274,https://mastodonapp.uk/users/digitalnoise/statuses/109403329327189274,[],Why is the #MainstreamMedia complicit in a #CoverUp of #VaccineInjury ? .. #vaccine #VaccineInjuries,"['#', 'MainstreamMedia', 'complicit', '#', 'CoverUp', '#', 'VaccineInjury', '?', '..', '#', 'vaccine', '#', 'VaccineInjuries']","[('#', '#'), ('MainstreamMedia', 'NNP'), ('complicit', 'NN'), ('#', '#'), ('CoverUp', 'NNP'), ('#', '#'), ('VaccineInjury', 'NNP'), ('?', '.'), ('..', 'JJ'), ('#', '#'), ('vaccine', 'JJ'), ('#', '#'), ('VaccineInjuries', 'NNS')]","(S
  #/#
  (ORGANIZATION MainstreamMedia/NNP)
  complicit/NN
  #/#
  (ORGANIZATION CoverUp/NNP)
  #/#
  (ORGANIZATION VaccineInjury/NNP)
  ?/.
  ../JJ
  #/#
  vaccine/JJ
  #/#
  VaccineInjuries/NNS)"
7,109255946904152379,gemcarey,"<p>We really need to carve out space to talk about <a href=""https://mastodon.social/tags/vaccineinjury"" class=""mention hashtag"" rel=""tag"">#<span>vaccineinjury</span></a><br />Fear of stoking anti-vax sentiment means vaccine injuries are ignored or not treated properly.<br />We also will fail to drive innovation in <a href=""https://mastodon.social/tags/COVID"" class=""mention hashtag"" rel=""tag"">#<span>COVID</span></a> treatments if we can&#39;t fully assess the limitations of the ones we have</p>",VaccineInjury,https://mastodon.social/@gemcarey/109397532107759008,https://mastodon.social/users/gemcarey/statuses/109397532107759008,"['109307130246963390', '109297419461399015', '108273707212417355', '109295769848429900', '109286310804394753', '109334601074483500', '109368718626740507', '109295910667317784', '109299795355810264']",We really need to carve out space to talk about #vaccineinjuryFear of stoking anti-vax sentiment means vaccine injuries are ignored or not treated properly.We also will fail to drive innovation in #COVID treatments if we can&#39;t fully assess the limitations of the ones we have,"['really', 'need', 'carve', 'space', 'talk', '#', 'vaccineinjuryFear', 'stoking', 'anti-vax', 'sentiment', 'mean', 'vaccine', 'injury', 'ignored', 'treated', 'properly.We', 'also', 'fail', 'drive', 'innovation', '#', 'COVID', 'treatment', '&', '#', '39', ';', 'fully', 'ass', 'limitation', 'one']","[('really', 'RB'), ('need', 'VB'), ('carve', 'NN'), ('space', 'NN'), ('talk', 'NN'), ('#', '#'), ('vaccineinjuryFear', 'JJ'), ('stoking', 'VBG'), ('anti-vax', 'JJ'), ('sentiment', 'NN'), ('mean', 'NN'), ('vaccine', 'NN'), ('injury', 'NN'), ('ignored', 'VBD'), ('treated', 'JJ'), ('properly.We', 'NN'), ('also', 'RB'), ('fail', 'VBP'), ('drive', 'JJ'), ('innovation', 'NN'), ('#', '#'), ('COVID', 'NNP'), ('treatment', 'NN'), ('&', 'CC'), ('#', '#'), ('39', 'CD'), (';', ':'), ('fully', 'RB'), ('ass', 'VBZ'), ('limitation', 'NN'), ('one', 'CD')]","(S
  really/RB
  need/VB
  carve/NN
  space/NN
  talk/NN
  #/#
  vaccineinjuryFear/JJ
  stoking/VBG
  anti-vax/JJ
  sentiment/NN
  mean/NN
  vaccine/NN
  injury/NN
  ignored/VBD
  treated/JJ
  properly.We/NN
  also/RB
  fail/VBP
  drive/JJ
  innovation/NN
  #/#
  (ORGANIZATION COVID/NNP)
  treatment/NN
  &/CC
  #/#
  39/CD
  ;/:
  fully/RB
  ass/VBZ
  limitation/NN
  one/CD)"
8,109355737905631769,digitalnoise,"<p><span class=""h-card""><a href=""https://mastodon.social/@gemcarey"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>gemcarey</span></a></span>  I’d like to read that having <a href=""https://mastodonapp.uk/tags/vaccineinjury"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>vaccineinjury</span></a> myself</p>",VaccineInjury,https://mastodonapp.uk/@digitalnoise/109355760212887265,https://mastodonapp.uk/users/digitalnoise/statuses/109355760212887265,[],@gemcarey  I’d like to read that having #vaccineinjury myself,"['@', 'gemcarey', '’', 'like', 'read', '#', 'vaccineinjury']","[('@', 'NN'), ('gemcarey', 'NN'), ('’', 'VBP'), ('like', 'IN'), ('read', 'JJ'), ('#', '#'), ('vaccineinjury', 'NN')]",(S @/NN gemcarey/NN ’/VBP like/IN read/JJ #/# vaccineinjury/NN)
9,109255946904152379,gemcarey,"<p>I wrote something on <a href=""https://mastodon.social/tags/vaccineinjury"" class=""mention hashtag"" rel=""tag"">#<span>vaccineinjury</span></a> and the class action. I think it&#39;s too politically hot to get published but you know what, I&#39;m just damn proud I was able to write it</p>",VaccineInjury,https://mastodon.social/@gemcarey/109345539429225602,https://mastodon.social/users/gemcarey/statuses/109345539429225602,"['109303651379363616', '109306596021946206']","I wrote something on #vaccineinjury and the class action. I think it&#39;s too politically hot to get published but you know what, I&#39;m just damn proud I was able to write it","['wrote', 'something', '#', 'vaccineinjury', 'class', 'action', '.', 'think', '&', '#', '39', ';', 'politically', 'hot', 'get', 'published', 'know', ',', '&', '#', '39', ';', 'damn', 'proud', 'able', 'write']","[('wrote', 'VBD'), ('something', 'NN'), ('#', '#'), ('vaccineinjury', 'NN'), ('class', 'NN'), ('action', 'NN'), ('.', '.'), ('think', 'VB'), ('&', 'CC'), ('#', '#'), ('39', 'CD'), (';', ':'), ('politically', 'RB'), ('hot', 'JJ'), ('get', 'VB'), ('published', 'VBN'), ('know', 'NNP'), (',', ','), ('&', 'CC'), ('#', '#'), ('39', 'CD'), (';', ':'), ('damn', 'NN'), ('proud', 'NN'), ('able', 'JJ'), ('write', 'NN')]","(S
  wrote/VBD
  something/NN
  #/#
  vaccineinjury/NN
  class/NN
  action/NN
  ./.
  think/VB
  &/CC
  #/#
  39/CD
  ;/:
  politically/RB
  hot/JJ
  get/VB
  published/VBN
  know/NNP
  ,/,
  &/CC
  #/#
  39/CD
  ;/:
  damn/NN
  proud/NN
  able/JJ
  write/NN)"
